0,0,0,0,0,-0.092848,0,0,-0.092848,0,-0.30375,-0.57589,-0.69927,-0.66805,-0.67548,-0.49328,-0.28789,-0.24812,-0.25167,-0.26968,-0.44959,-0.70808,-0.83242,-0.7342,-0.69922,-0.54503,-0.35321,-0.30493,-0.30514,-0.28715,-0.79318,-1.0856,-1.1206,-1.1316,-0.83845,-0.58392,-0.43991,-0.34287,-0.32706,-0.31403,-1.1898,-1.3663,-1.5208,-1.1741,-0.77162,-0.60066,-0.4168,-0.3502,-0.38025,-0.37853,1.8313,1.3675,1.3527,-0.86774,-0.63422,-0.48308,-0.48365,-0.44582,-0.406,-0.39134,-0.48245,-0.68816,-0.85991,-0.846,-0.66249,-0.55182,-0.55207,-0.4443,-0.36468,-0.36637,-0.31559,-0.36245,-0.54032,-0.56388,-0.45804,-0.38207,-0.36739,-0.28531,-0.26656,-0.28455,-0.16089,-0.162,-0.20954,-0.30295,-0.27009,-0.18792,0,-0.13188,-0.16221,-0.1617,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,-0.092848,0,0,-0.092848,0,-0.30375,-0.57589,-0.69927,-0.66805,-0.67548,-0.49328,-0.28789,-0.24812,-0.25167,-0.26968,-0.44959,-0.70808,-0.83242,-0.7342,-0.69922,-0.54503,-0.35321,-0.30493,-0.30514,-0.28715,-0.79318,-1.0856,-1.1206,-1.1316,-0.83845,-0.58392,-0.43991,-0.34287,-0.32706,-0.31403,-1.1898,-1.3663,-1.5208,-1.1741,-0.77162,-0.60066,-0.4168,-0.3502,-0.38025,-0.37853,1.6705,1.242,1.3513,-0.86774,-0.63422,-0.48308,-0.48365,-0.44582,-0.406,-0.39134,1.988,1.4742,-0.85991,-0.846,-0.66249,-0.55182,-0.55207,-0.4443,-0.36468,-0.36637,-0.31559,-0.36245,-0.54032,-0.56388,-0.45804,-0.38207,-0.36739,-0.28531,-0.26656,-0.28455,-0.16089,-0.162,-0.20954,-0.30295,-0.27009,-0.18792,0,-0.13188,-0.16221,-0.1617,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,-0.092848,0,0,-0.092848,0,-0.30375,-0.57589,-0.69927,-0.66805,-0.67548,-0.49328,-0.28789,-0.24812,-0.25167,-0.26968,-0.44959,-0.70808,-0.83242,-0.7342,-0.69922,-0.54503,-0.35321,-0.30493,-0.30514,-0.28715,-0.79318,-1.0856,-1.1206,-1.1316,-0.83845,-0.58392,-0.43991,-0.34287,-0.32706,-0.31403,-1.1898,-1.3663,-1.5208,-1.1741,-0.77162,-0.60066,-0.4168,-0.3502,-0.38025,-0.37853,1.8274,1.3521,1.3508,-0.86774,-0.63422,-0.48308,-0.48365,-0.44582,-0.406,-0.39134,-0.48245,1.6526,1.3018,-0.846,-0.66249,-0.55182,-0.55207,-0.4443,-0.36468,-0.36637,-0.31559,-0.36245,-0.54032,-0.56388,-0.45804,-0.38207,-0.36739,-0.28531,-0.26656,-0.28455,-0.16089,-0.162,-0.20954,-0.30295,-0.27009,-0.18792,0,-0.13188,-0.16221,-0.1617,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,-0.092848,0,0,-0.092848,0,-0.30375,1.3298,1.5762,-0.66805,-0.67548,-0.49328,-0.28789,-0.24812,-0.25167,-0.26968,-0.44959,1.5271,1.1619,-0.7342,-0.69922,-0.54503,-0.35321,-0.30493,-0.30514,-0.28715,0.82067,0.8329,0.45447,-1.1316,-0.83845,-0.58392,-0.43991,-0.34287,-0.32706,-0.31403,0.97103,0.88575,0.37393,-1.1741,-0.77162,-0.60066,-0.4168,-0.3502,-0.38025,-0.37853,-0.63948,-1.0092,-1.0932,-0.86774,-0.63422,-0.48308,-0.48365,-0.44582,-0.406,-0.39134,-0.48245,-0.68816,-0.85991,-0.846,-0.66249,-0.55182,-0.55207,-0.4443,-0.36468,-0.36637,-0.31559,-0.36245,-0.54032,-0.56388,-0.45804,-0.38207,-0.36739,-0.28531,-0.26656,-0.28455,-0.16089,-0.162,-0.20954,-0.30295,-0.27009,-0.18792,0,-0.13188,-0.16221,-0.1617,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,-0.092848,0,0,-0.092848,0,-0.30375,1.6471,1.4994,2.1978,-0.67548,-0.49328,-0.28789,-0.24812,-0.25167,-0.26968,-0.44959,1.3699,1.1454,-0.7342,-0.69922,-0.54503,-0.35321,-0.30493,-0.30514,-0.28715,-0.79318,0.75561,0.4276,-1.1316,-0.83845,-0.58392,-0.43991,-0.34287,-0.32706,-0.31403,0.925,0.8924,0.46572,-1.1741,-0.77162,-0.60066,-0.4168,-0.3502,-0.38025,-0.37853,-0.63948,-1.0092,-1.0932,-0.86774,-0.63422,-0.48308,-0.48365,-0.44582,-0.406,-0.39134,-0.48245,-0.68816,-0.85991,-0.846,-0.66249,-0.55182,-0.55207,-0.4443,-0.36468,-0.36637,-0.31559,-0.36245,-0.54032,-0.56388,-0.45804,-0.38207,-0.36739,-0.28531,-0.26656,-0.28455,-0.16089,-0.162,-0.20954,-0.30295,-0.27009,-0.18792,0,-0.13188,-0.16221,-0.1617,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,-0.092848,0,0,-0.092848,0,-0.30375,-0.57589,-0.69927,-0.66805,-0.67548,-0.49328,-0.28789,-0.24812,-0.25167,-0.26968,-0.44959,-0.70808,-0.83242,-0.7342,-0.69922,-0.54503,-0.35321,-0.30493,-0.30514,-0.28715,-0.79318,-1.0856,-1.1206,-1.1316,-0.83845,-0.58392,-0.43991,-0.34287,-0.32706,-0.31403,-1.1898,-1.3663,-1.5208,-1.1741,-0.77162,-0.60066,-0.4168,-0.3502,-0.38025,-0.37853,1.8313,1.3679,1.3526,-0.86774,-0.63422,-0.48308,-0.48365,-0.44582,-0.406,-0.39134,-0.48245,-0.68816,-0.85991,-0.846,-0.66249,-0.55182,-0.55207,-0.4443,-0.36468,-0.36637,-0.31559,-0.36245,-0.54032,-0.56388,-0.45804,-0.38207,-0.36739,-0.28531,-0.26656,-0.28455,-0.16089,-0.162,-0.20954,-0.30295,-0.27009,-0.18792,0,-0.13188,-0.16221,-0.1617,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,-0.092848,0,0,-0.092848,0,-0.30375,-0.57589,-0.69927,-0.66805,-0.67548,-0.49328,-0.28789,-0.24812,-0.25167,-0.26968,-0.44959,-0.70808,1.6249,-0.7342,-0.69922,-0.54503,-0.35321,-0.30493,-0.30514,-0.28715,1.4229,1.0826,1.0821,0.96973,-0.83845,-0.58392,-0.43991,-0.34287,-0.32706,-0.31403,-1.1898,0.0060904,-0.059991,0.3233,-0.77162,-0.60066,-0.4168,-0.3502,-0.38025,-0.37853,1.7021,0.46664,0.44135,0.91886,-0.63422,-0.48308,-0.48365,-0.44582,-0.406,-0.39134,-0.48245,0.97871,0.89973,0.95158,-0.66249,-0.55182,-0.55207,-0.4443,-0.36468,-0.36637,-0.31559,-0.36245,2.076,2.014,-0.45804,-0.38207,-0.36739,-0.28531,-0.26656,-0.28455,-0.16089,-0.162,-0.20954,-0.30295,-0.27009,-0.18792,0,-0.13188,-0.16221,-0.1617,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,-0.092848,0,0,-0.092848,0,-0.30375,-0.57589,-0.69927,-0.66805,-0.67548,-0.49328,-0.28789,-0.24812,-0.25167,-0.26968,-0.44959,-0.70808,-0.83242,-0.7342,-0.69922,-0.54503,-0.35321,-0.30493,-0.30514,-0.28715,1.4512,1.1261,1.1458,1.0605,-0.83845,-0.58392,-0.43991,-0.34287,-0.32706,-0.31403,0.9709,0.42658,0.61307,0.55718,-0.77162,-0.60066,-0.4168,-0.3502,-0.38025,-0.37853,-0.63948,0.36233,0.44751,0.751,-0.63422,-0.48308,-0.48365,-0.44582,-0.406,-0.39134,-0.48245,0.9759,1.0394,1.2247,-0.66249,-0.55182,-0.55207,-0.4443,-0.36468,-0.36637,-0.31559,3.6083,2.0309,2.0432,-0.45804,-0.38207,-0.36739,-0.28531,-0.26656,-0.28455,-0.16089,-0.162,-0.20954,-0.30295,-0.27009,-0.18792,0,-0.13188,-0.16221,-0.1617,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,-0.092848,0,0,-0.092848,0,-0.30375,-0.57589,-0.69927,-0.66805,-0.67548,-0.49328,-0.28789,-0.24812,-0.25167,-0.26968,-0.44959,-0.70808,-0.83242,1.2503,-0.69922,-0.54503,-0.35321,-0.30493,-0.30514,-0.28715,-0.79318,1.1784,1.0049,0.86484,-0.83845,-0.58392,-0.43991,-0.34287,-0.32706,-0.31403,-1.1898,0.92419,0.11435,0.856,-0.77162,-0.60066,-0.4168,-0.3502,-0.38025,-0.37853,-0.63948,0.52611,0.4538,0.78784,-0.63422,-0.48308,-0.48365,-0.44582,-0.406,-0.39134,-0.48245,-0.68816,1.1075,0.96272,-0.66249,-0.55182,-0.55207,-0.4443,-0.36468,-0.36637,-0.31559,-0.36245,2.3787,1.5632,-0.45804,-0.38207,-0.36739,-0.28531,-0.26656,-0.28455,-0.16089,-0.162,-0.20954,-0.30295,-0.27009,-0.18792,0,-0.13188,-0.16221,-0.1617,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,-0.092848,0,0,-0.092848,0,-0.30375,-0.57589,-0.69927,-0.66805,-0.67548,-0.49328,-0.28789,-0.24812,-0.25167,-0.26968,-0.44959,-0.70808,-0.83242,-0.7342,-0.69922,-0.54503,-0.35321,-0.30493,-0.30514,-0.28715,1.4532,1.2351,1.2458,-1.1316,-0.83845,-0.58392,-0.43991,-0.34287,-0.32706,-0.31403,0.94835,0.92724,0.92639,0.44113,-0.77162,-0.60066,-0.4168,-0.3502,-0.38025,-0.37853,-0.63948,-1.0092,0.6726,-0.86774,-0.63422,-0.48308,-0.48365,-0.44582,-0.406,-0.39134,-0.48245,-0.68816,1.4904,1.5079,-0.66249,-0.55182,-0.55207,-0.4443,-0.36468,-0.36637,-0.31559,-0.36245,-0.54032,-0.56388,-0.45804,-0.38207,-0.36739,-0.28531,-0.26656,-0.28455,-0.16089,-0.162,-0.20954,-0.30295,-0.27009,-0.18792,0,-0.13188,-0.16221,-0.1617,0,0,0,0,0,0,0,0,0,0
